"#","No.","Name","Laps","Lead","Lap Tm","Spd","Elapsed Tm","Passing Tm","Hits","Strength","Noise","Photocell Time","Transponder","Backup Tx","Backup Passing Tm","Class","Deleted"
"1076","99999","Miata TOT592","54","148","1:15.145","102.4","3:04:17.649","13:46:39.018","123","176","6","","2546610","0","","rest","No"
"1077","47","Nordic Light Racing","149","149","1:04.657","119.0","3:04:18.625","13:46:39.994","112","182","6","","7650748","0","","R2","No"
"1078","555","Team Hau Nau","96","149","1:08.028","113.1","3:04:32.209","13:46:53.578","70","145","6","","7637509","0","","R1","No"
"1079","27","BET","142","149","1:09.675","110.4","3:04:44.876","13:47:06.245","137","159","6","","7647018","0","","R1","No"
"1080","190","MoMo Racing Team MRT","108","149","1:11.909","107.0","3:05:08.744","13:47:30.113","123","162","6","","7493526","0","","R2","No"
"1081","8","Team Skeppsbrons","143","149","1:14.850","102.8","3:05:12.752","13:47:34.121","157","163","6","","4867808","0","","R1","No"
"1082","117","Roslagen Racing BMW 323 compact","124","149","1:14.110","103.8","3:05:15.547","13:47:36.916","103","150","6","","7722653","0","","Standard","No"
"1083","47","Nordic Light Racing","150","150","1:07.202","114.5","3:05:25.827","13:47:47.196","114","183","6","","7650748","0","","R2","No"
"1084","99999","Miata TOT592","55","150","1:13.298","105.0","3:05:30.947","13:47:52.316","123","173","6","","2546610","0","","rest","No"
"1085","555","Team Hau Nau","97","150","1:07.687","113.7","3:05:39.896","13:48:01.265","78","149","6","","7637509","0","","R1","No"
"1086","27","BET","143","150","1:08.997","111.5","3:05:53.873","13:48:15.242","129","159","4","","7647018","0","","R1","No"
"1087","190","MoMo Racing Team MRT","109","150","1:11.482","107.6","3:06:20.226","13:48:41.595","117","155","4","","7493526","0","","R2","No"
"1088","8","Team Skeppsbrons","144","150","1:11.138","108.1","3:06:23.890","13:48:45.259","147","161","4","","4867808","0","","R1","No"
"1089","47","Nordic Light Racing","151","151","1:06.653","115.4","3:06:32.480","13:48:53.849","107","178","4","","7650748","0","","R2","No"
"1090","117","Roslagen Racing BMW 323 compact","125","151","1:18.496","98.0","3:06:34.043","13:48:55.412","113","153","4","","7722653","0","","Standard","No"
"1091","99999","Miata TOT592","56","151","1:12.508","106.1","3:06:43.455","13:49:04.824","130","177","4","","2546610","0","","rest","No"
"1092","555","Team Hau Nau","98","151","1:09.327","111.0","3:06:49.223","13:49:10.592","68","147","4","","7637509","0","","R1","No"
"1093","27","BET","144","151","1:08.654","112.1","3:07:02.527","13:49:23.896","128","159","6","","7647018","0","","R1","No"
"1094","190","MoMo Racing Team MRT","110","151","1:11.274","107.9","3:07:31.500","13:49:52.869","116","156","6","","7493526","0","","R2","No"
"1095","8","Team Skeppsbrons","145","151","1:11.642","107.4","3:07:35.532","13:49:56.901","151","163","6","","4867808","0","","R1","No"
"1096","47","Nordic Light Racing","152","152","1:05.271","117.9","3:07:37.751","13:49:59.120","117","182","6","","7650748","0","","R2","No"
"1097","117","Roslagen Racing BMW 323 compact","126","152","1:15.761","101.5","3:07:49.804","13:50:11.173","106","151","6","","7722653","0","","Standard","No"
"1098","555","Team Hau Nau","99","152","1:08.115","112.9","3:07:57.338","13:50:18.707","68","146","6","","7637509","0","","R1","No"
"1099","99999","Miata TOT592","57","152","1:15.092","102.5","3:07:58.547","13:50:19.916","131","179","6","","2546610","0","","rest","No"
"1100","27","BET","145","152","1:09.944","110.0","3:08:12.471","13:50:33.840","122","157","6","","7647018","0","","R1","No"
"1101","190","MoMo Racing Team MRT","111","152","1:11.693","107.3","3:08:43.193","13:51:04.562","117","155","6","","7493526","0","","R2","No"
"1102","8","Team Skeppsbrons","146","152","1:09.654","110.4","3:08:45.186","13:51:06.555","141","159","6","","4867808","0","","R1","No"
"1103","47","Nordic Light Racing","153","153","1:07.747","113.6","3:08:45.498","13:51:06.867","109","180","6","","7650748","0","","R2","No"
"1104","117","Roslagen Racing BMW 323 compact","127","153","1:13.351","104.9","3:09:03.155","13:51:24.524","105","152","6","","7722653","0","","Standard","No"
"1105","555","Team Hau Nau","100","153","1:07.539","113.9","3:09:04.877","13:51:26.246","66","143","6","","7637509","0","","R1","No"
"1106","99999","Miata TOT592","58","153","1:15.747","101.6","3:09:14.294","13:51:35.663","133","178","6","","2546610","0","","rest","No"
"1107","27","BET","146","153","1:08.204","112.8","3:09:20.675","13:51:42.044","124","159","6","","7647018","0","","R1","No"
"1108","47","Nordic Light Racing","154","154","1:05.426","117.6","3:09:50.924","13:52:12.293","113","182","6","","7650748","0","","R2","No"
"1109","190","MoMo Racing Team MRT","112","154","1:11.657","107.4","3:09:54.850","13:52:16.219","120","156","19","","7493526","0","","R2","No"
"1110","8","Team Skeppsbrons","147","154","1:10.393","109.3","3:09:55.579","13:52:16.948","140","158","19","","4867808","0","","R1","No"
"1111","555","Team Hau Nau","101","154","1:07.139","114.6","3:10:12.016","13:52:33.385","76","150","19","","7637509","0","","R1","No"
"1112","117","Roslagen Racing BMW 323 compact","128","154","1:14.667","103.0","3:10:17.822","13:52:39.191","107","152","19","","7722653","0","","Standard","No"
"1113","99999","Miata TOT592","59","154","1:12.566","106.0","3:10:26.860","13:52:48.229","130","178","19","","2546610","0","","rest","No"
"1114","27","BET","147","154","1:08.404","112.5","3:10:29.079","13:52:50.448","135","159","19","","7647018","0","","R1","No"
"1115","47","Nordic Light Racing","155","155","1:08.546","112.2","3:10:59.470","13:53:20.839","114","181","4","","7650748","0","","R2","No"
"1116","190","MoMo Racing Team MRT","113","155","1:12.219","106.5","3:11:07.069","13:53:28.438","150","164","4","","7493526","0","","R2","No"
"1117","8","Team Skeppsbrons","148","155","1:12.156","106.6","3:11:07.735","13:53:29.104","163","160","4","","4867808","0","","R1","No"
"1118","555","Team Hau Nau","102","155","1:07.193","114.5","3:11:19.209","13:53:40.578","72","144","4","","7637509","0","","R1","No"
"1119","117","Roslagen Racing BMW 323 compact","129","155","1:14.858","102.8","3:11:32.680","13:53:54.049","103","150","4","","7722653","0","","Standard","No"
"1120","27","BET","148","155","1:08.719","112.0","3:11:37.798","13:53:59.167","125","157","4","","7647018","0","","R1","No"
"1121","99999","Miata TOT592","60","155","1:12.422","106.2","3:11:39.282","13:54:00.651","126","176","4","","2546610","0","","rest","No"
"1122","47","Nordic Light Racing","156","156","1:05.710","117.1","3:12:05.180","13:54:26.549","104","179","6","","7650748","0","","R2","No"
"1123","190","MoMo Racing Team MRT","114","156","1:14.188","103.7","3:12:21.257","13:54:42.626","120","155","6","","7493526","0","","R2","No"
"1124","8","Team Skeppsbrons","149","156","1:16.420","100.7","3:12:24.155","13:54:45.524","150","160","6","","4867808","0","","R1","No"
"1125","555","Team Hau Nau","103","156","1:06.868","115.1","3:12:26.077","13:54:47.446","82","150","6","","7637509","0","","R1","No"
"1126","27","BET","149","156","1:09.049","111.4","3:12:46.847","13:55:08.216","126","159","6","","7647018","0","","R1","No"
"1127","117","Roslagen Racing BMW 323 compact","130","156","1:17.919","98.7","3:12:50.599","13:55:11.968","121","152","6","","7722653","0","","Standard","No"
"1128","99999","Miata TOT592","61","156","1:18.612","97.9","3:12:57.894","13:55:19.263","129","176","6","","2546610","0","","rest","No"
"1129","47","Nordic Light Racing","157","157","1:08.624","112.1","3:13:13.804","13:55:35.173","113","179","6","","7650748","0","","R2","No"
"1130","190","MoMo Racing Team MRT","115","157","1:11.927","107.0","3:13:33.184","13:55:54.553","124","157","6","","7493526","0","","R2","No"
"1131","8","Team Skeppsbrons","150","157","1:10.078","109.8","3:13:34.233","13:55:55.602","147","163","6","","4867808","0","","R1","No"
"1132","555","Team Hau Nau","104","157","1:08.606","112.1","3:13:34.683","13:55:56.052","70","146","6","","7637509","0","","R1","No"
"1133","27","BET","150","157","1:09.667","110.4","3:13:56.514","13:56:17.883","134","159","10","","7647018","0","","R1","No"
"1134","117","Roslagen Racing BMW 323 compact","131","157","1:14.482","103.3","3:14:05.081","13:56:26.450","98","149","10","","7722653","0","","Standard","No"
"1135","99999","Miata TOT592","62","157","1:13.469","104.7","3:14:11.363","13:56:32.732","126","176","10","","2546610","0","","rest","No"
"1136","47","Nordic Light Racing","158","158","1:04.911","118.5","3:14:18.715","13:56:40.084","112","182","10","","7650748","0","","R2","No"
"1137","555","Team Hau Nau","105","158","1:08.757","111.9","3:14:43.440","13:57:04.809","71","147","10","","7637509","0","","R1","No"
"1138","190","MoMo Racing Team MRT","116","158","1:12.498","106.1","3:14:45.682","13:57:07.051","122","158","10","","7493526","0","","R2","No"
"1139","8","Team Skeppsbrons","151","158","1:13.275","105.0","3:14:47.508","13:57:08.877","143","160","10","","4867808","0","","R1","No"
"1140","27","BET","151","158","1:08.772","111.9","3:15:05.286","13:57:26.655","129","159","6","","7647018","0","","R1","No"
"1141","117","Roslagen Racing BMW 323 compact","132","158","1:15.087","102.5","3:15:20.168","13:57:41.537","110","151","6","","7722653","0","","Standard","No"
"1142","47","Nordic Light Racing","159","159","1:12.733","105.8","3:15:31.448","13:57:52.817","111","181","6","","7650748","0","","R2","No"
"1143","99999","Miata TOT592","63","159","1:21.604","94.3","3:15:32.967","13:57:54.336","142","178","6","","2546610","0","","rest","No"
"1144","555","Team Hau Nau","106","159","1:07.208","114.5","3:15:50.648","13:58:12.017","80","147","6","","7637509","0","","R1","No"
"1145","190","MoMo Racing Team MRT","117","159","1:12.302","106.4","3:15:57.984","13:58:19.353","123","159","6","","7493526","0","","R2","No"
"1146","8","Team Skeppsbrons","152","159","1:11.067","108.3","3:15:58.575","13:58:19.944","154","161","6","","4867808","0","","R1","No"
"1147","27","BET","152","159","1:08.988","111.5","3:16:14.274","13:58:35.643","131","156","6","","7647018","0","","R1","No"
"1148","117","Roslagen Racing BMW 323 compact","133","159","1:14.685","103.0","3:16:34.853","13:58:56.222","110","151","6","","7722653","0","","Standard","No"
"1149","47","Nordic Light Racing","160","160","1:06.138","116.3","3:16:37.586","13:58:58.955","113","180","6","","7650748","0","","R2","No"
"1150","99999","Miata TOT592","64","160","1:14.405","103.4","3:16:47.372","13:59:08.741","130","177","6","","2546610","0","","rest","No"
"1151","555","Team Hau Nau","107","160","1:08.595","112.2","3:16:59.243","13:59:20.612","72","145","4","","7637509","0","","R1","No"
"1152","190","MoMo Racing Team MRT","118","160","1:11.366","107.8","3:17:09.350","13:59:30.719","116","155","4","","7493526","0","","R2","No"
"1153","8","Team Skeppsbrons","153","160","1:11.635","107.4","3:17:10.210","13:59:31.579","150","162","4","","4867808","0","","R1","No"
"1154","27","BET","153","160","1:09.162","111.2","3:17:23.436","13:59:44.805","120","159","4","","7647018","0","","R1","No"
"1155","47","Nordic Light Racing","161","161","1:05.920","116.7","3:17:43.506","14:00:04.875","115","181","4","","7650748","0","","R2","No"
"1156","117","Roslagen Racing BMW 323 compact","134","161","1:16.416","100.7","3:17:51.269","14:00:12.638","113","151","4","","7722653","0","","Standard","No"
"1157","99999","Miata TOT592","65","161","1:12.173","106.6","3:17:59.545","14:00:20.914","132","177","6","","2546610","0","","rest","No"
"1158","555","Team Hau Nau","108","161","1:07.464","114.0","3:18:06.707","14:00:28.076","65","145","6","","7637509","0","","R1","No"
"1159","190","MoMo Racing Team MRT","119","161","1:11.438","107.7","3:18:20.788","14:00:42.157","124","162","6","","7493526","0","","R2","No"
"1160","8","Team Skeppsbrons","154","161","1:12.732","105.8","3:18:22.942","14:00:44.311","146","159","6","","4867808","0","","R1","No"
"1161","27","BET","154","161","1:08.657","112.1","3:18:32.093","14:00:53.462","119","155","6","","7647018","0","","R1","No"
"1162","47","Nordic Light Racing","162","162","1:06.214","116.2","3:18:49.720","14:01:11.089","128","182","6","","7650748","0","","R2","No"
"1163","117","Roslagen Racing BMW 323 compact","135","162","1:15.560","101.8","3:19:06.829","14:01:28.198","104","149","4","","7722653","0","","Standard","No"
"1164","99999","Miata TOT592","66","162","1:13.023","105.4","3:19:12.568","14:01:33.937","126","177","4","","2546610","0","","rest","No"
"1165","555","Team Hau Nau","109","162","1:07.105","114.6","3:19:13.812","14:01:35.181","77","147","4","","7637509","0","","R1","No"
"1166","190","MoMo Racing Team MRT","120","162","1:11.408","107.7","3:19:32.196","14:01:53.565","111","155","4","","7493526","0","","R2","No"
"1167","8","Team Skeppsbrons","155","162","1:10.029","109.9","3:19:32.971","14:01:54.340","146","158","4","","4867808","0","","R1","No"
"1168","27","BET","155","162","1:09.209","111.2","3:19:41.302","14:02:02.671","126","159","4","","7647018","0","","R1","No"
"1169","47","Nordic Light Racing","163","163","1:05.865","116.8","3:19:55.585","14:02:16.954","111","181","6","","7650748","0","","R2","No"
"1170","117","Roslagen Racing BMW 323 compact","136","163","1:14.167","103.7","3:20:20.996","14:02:42.365","105","151","6","","7722653","0","","Standard","No"
"1171","555","Team Hau Nau","110","163","1:07.978","113.2","3:20:21.790","14:02:43.159","75","147","6","","7637509","0","","R1","No"
"1172","99999","Miata TOT592","67","163","1:14.076","103.9","3:20:26.644","14:02:48.013","129","177","6","","2546610","0","","rest","No"
"1173","190","MoMo Racing Team MRT","121","163","1:12.860","105.6","3:20:45.056","14:03:06.425","124","161","6","","7493526","0","","R2","No"
"1174","8","Team Skeppsbrons","156","163","1:12.601","106.0","3:20:45.572","14:03:06.941","158","160","6","","4867808","0","","R1","No"
"1175","27","BET","156","163","1:08.463","112.4","3:20:49.765","14:03:11.134","120","158","6","","7647018","0","","R1","No"
"1176","47","Nordic Light Racing","164","164","1:05.222","118.0","3:21:00.807","14:03:22.176","116","183","10","","7650748","0","","R2","No"
"1177","555","Team Hau Nau","111","164","1:07.405","114.1","3:21:29.195","14:03:50.564","80","149","10","","7637509","0","","R1","No"
"1178","117","Roslagen Racing BMW 323 compact","137","164","1:16.119","101.1","3:21:37.115","14:03:58.484","106","150","10","","7722653","0","","Standard","No"
"1179","99999","Miata TOT592","68","164","1:13.529","104.6","3:21:40.173","14:04:01.542","129","178","10","","2546610","0","","rest","No"
"1180","190","MoMo Racing Team MRT","122","164","1:11.731","107.3","3:21:56.787","14:04:18.156","119","156","6","","7493526","0","","R2","No"
"1181","8","Team Skeppsbrons","157","164","1:11.881","107.0","3:21:57.453","14:04:18.822","149","161","6","","4867808","0","","R1","No"
"1182","27","BET","157","164","1:08.390","112.5","3:21:58.155","14:04:19.524","127","159","6","","7647018","0","","R1","No"
"1183","47","Nordic Light Racing","165","165","1:06.170","116.3","3:22:06.977","14:04:28.346","111","178","6","","7650748","0","","R2","No"
"1184","555","Team Hau Nau","112","165","1:08.796","111.8","3:22:37.991","14:04:59.360","74","144","6","","7637509","0","","R1","No"
"1185","117","Roslagen Racing BMW 323 compact","138","165","1:16.206","101.0","3:22:53.321","14:05:14.690","109","148","4","","7722653","0","","Standard","No"
"1186","99999","Miata TOT592","69","165","1:15.182","102.3","3:22:55.355","14:05:16.724","130","177","4","","2546610","0","","rest","No"
"1187","27","BET","158","165","1:07.932","113.2","3:23:06.087","14:05:27.456","126","158","4","","7647018","0","","R1","No"
"1188","190","MoMo Racing Team MRT","123","165","1:11.422","107.7","3:23:08.209","14:05:29.578","121","158","4","","7493526","0","","R2","No"
"1189","8","Team Skeppsbrons","158","165","1:11.394","107.8","3:23:08.847","14:05:30.216","144","157","4","","4867808","0","","R1","No"
